freq,amp,phase
-6900000000.0,0.38874025680748037,3.14137588369668
-6800000000.0,0.40758515254885586,-0.00021362830045956938
-6700000000.0,0.42679444465403815,3.1413821668819875
-6600000000.0,0.4463356472259549,-0.00020734511515188607
-6500000000.0,0.4661736545033419,3.141388450067295
-6400000000.0,0.48627082989656384,-0.0002010619298442665
-6300000000.0,0.5065871174362254,3.1413947332526027
-6200000000.0,0.5270801757854103,-0.00019477874453666062
-6100000000.0,0.5477055347565335,3.1414010164379103
-6000000000.0,0.5684167740543757,-0.00018849555922903518
-5900000000.0,0.5891657237399874,3.141407299623218
-5800000000.0,0.6099026856781586,-0.00018221237392140072
-5700000000.0,0.6305766749965499,3.141413582808526
-5600000000.0,0.651135680349974,-0.0001759291886137656
-5500000000.0,0.6715269415515054,3.1414198659938335
-5400000000.0,0.6916972429058358,-0.00016964600330615057
-5300000000.0,0.7115932203625107,3.141426149179141
-5200000000.0,0.7311616804001634,-0.00016336281799853188
-5100000000.0,0.7503499283605082,3.1414324323644487
-5000000000.0,0.7691061037753145,-0.00015707963269086722
-4900000000.0,0.7873795200735727,3.1414387155497563
-4800000000.0,0.8051210059219578,-0.00015079644738321942
-4700000000.0,0.8222832453418384,3.141444998735064
-4600000000.0,0.8388211136624321,-0.00014451326207555663
-4500000000.0,0.854692006314106,3.1414512819203715
-4400000000.0,0.8698561574396886,-0.00013823007676797054
-4300000000.0,0.8842769453061442,3.141457565105679
-4200000000.0,0.8979211815349143,-0.00013194689146032936
-4100000000.0,0.9107593812370112,3.1414638482909867
-4000000000.0,0.9227660112386876,-0.00012566370615268118
-3900000000.0,0.9339197137148326,3.1414701314762943
-3800000000.0,0.9442035027094562,-0.00011938052084507523
-3700000000.0,0.9536049312146349,3.141476414661602
-3600000000.0,0.9621162266995898,-0.00011309733553746159
-3500000000.0,0.9697343932283565,3.1414826978469095
-3400000000.0,0.9764612785755606,-0.00010681415022978389
-3300000000.0,0.9823036050426416,3.141488981032217
-3200000000.0,0.9872729629886785,-0.00010053096492214277
-3100000000.0,0.9913857664176773,3.141495264217525
-3000000000.0,0.9946631703045153,-9.42477796144669e-05
-2900000000.0,0.9971309496912255,3.1415015474028327
-2800000000.0,0.9988193409403098,-8.796459430684698e-05
-2700000000.0,0.999762845888594,3.1415078305881403
-2600000000.0,1.0,-8.168140899920083e-05
-2500000000.0,0.9995731059646968,3.141514113773448
-2400000000.0,0.9985279345317076,-7.539822369161072e-05
-2300000000.0,0.9969133946884482,3.1415203969587555
-2200000000.0,0.9947811756103614,-6.911503838398487e-05
-2100000000.0,0.9921853630933682,3.141526680144063
-2000000000.0,0.989182033448115,-6.283185307629057e-05
-1900000000.0,0.9858288280749911,3.1415329633293707
-1800000000.0,0.9821845121499813,-5.654866776865847e-05
-1700000000.0,0.9783085210311961,3.1415392465146783
-1600000000.0,0.9742604981423847,-5.0265482461089174e-05
-1500000000.0,0.9700998282011672,3.141545529699986
-1400000000.0,0.9658851697348074,-4.398229715338423e-05
-1300000000.0,0.9616739908641566,3.1415518128852935
-1200000000.0,0.9575221123363504,-3.7699111845755476e-05
-1100000000.0,0.9534832617488157,3.141558096070601
-1000000000.0,0.9496086428313438,-3.141592653811951e-05
-900000000.0,0.9459465235400483,3.1415643792559087
-800000000.0,0.9425418465679664,-2.5132741230511685e-05
-700000000.0,0.9394358656932283,3.1415706624412167
-600000000.0,0.9366658111688697,-1.8849555922869705e-05
-500000000.0,0.9342645871105293,3.1415769456265243
-400000000.0,0.9322605035618461,-1.2566370615195197e-05
-300000000.0,0.930677045615006,3.141583228811832
-200000000.0,0.9295326816384868,-6.283185307638776e-06
-100000000.0,0.9288407123187776,3.1415895119971395
0.0,0.9286091618610346,0.0
100000000.0,0.9288407123187776,-3.1415895119971395
200000000.0,0.9295326816384869,6.283185307635031e-06
300000000.0,0.9306770456150061,-3.141583228811832
400000000.0,0.932260503561846,1.2566370615270113e-05
500000000.0,0.934264587110529,-3.1415769456265243
600000000.0,0.9366658111688697,1.884955592290514e-05
700000000.0,0.9394358656932282,-3.1415706624412163
800000000.0,0.9425418465679664,2.513274123053998e-05
900000000.0,0.9459465235400483,-3.1415643792559087
1000000000.0,0.9496086428313437,3.1415926538175085e-05
1100000000.0,0.9534832617488156,-3.141558096070601
1200000000.0,0.9575221123363503,3.769911184581011e-05
1300000000.0,0.9616739908641567,-3.1415518128852935
1400000000.0,0.9658851697348072,4.3982297153444835e-05
1500000000.0,0.9700998282011671,-3.141545529699986
1600000000.0,0.9742604981423846,5.026548246108042e-05
1700000000.0,0.978308521031196,-3.1415392465146783
1800000000.0,0.9821845121499813,5.654866776871551e-05
1900000000.0,0.9858288280749911,-3.1415329633293707
2000000000.0,0.9891820334481146,6.283185307635007e-05
2100000000.0,0.9921853630933684,-3.141526680144063
2200000000.0,0.9947811756103614,6.911503838398576e-05
2300000000.0,0.9969133946884481,-3.1415203969587555
2400000000.0,0.9985279345317076,7.539822369162078e-05
2500000000.0,0.9995731059646967,-3.141514113773448
2600000000.0,0.9999999999999997,8.168140899925474e-05
2700000000.0,0.9997628458885939,-3.1415078305881403
2800000000.0,0.9988193409403096,8.796459430689052e-05
2900000000.0,0.9971309496912255,-3.1415015474028327
3000000000.0,0.9946631703045153,9.424777961452433e-05
3100000000.0,0.9913857664176773,-3.1414952642175247
3200000000.0,0.9872729629886785,0.00010053096492216081
3300000000.0,0.9823036050426416,-3.141488981032217
3400000000.0,0.9764612785755605,0.000106814150229795
3500000000.0,0.9697343932283564,-3.1414826978469095
3600000000.0,0.9621162266995896,0.00011309733553743058
3700000000.0,0.953604931214635,-3.141476414661602
3800000000.0,0.9442035027094561,0.00011938052084506575
3900000000.0,0.9339197137148324,-3.1414701314762943
4000000000.0,0.9227660112386875,0.0001256637061527003
4100000000.0,0.9107593812370113,-3.1414638482909867
4200000000.0,0.8979211815349142,0.00013194689146033413
4300000000.0,0.8842769453061442,-3.141457565105679
4400000000.0,0.8698561574396886,0.0001382300767679702
4500000000.0,0.854692006314106,-3.1414512819203715
4600000000.0,0.8388211136624318,0.0001445132620756044
4700000000.0,0.8222832453418385,-3.141444998735064
4800000000.0,0.8051210059219578,0.0001507964473832402
4900000000.0,0.7873795200735725,-3.1414387155497563
5000000000.0,0.7691061037753145,0.00015707963269087413
5100000000.0,0.7503499283605082,-3.1414324323644487
5200000000.0,0.7311616804001634,0.00016336281799850862
5300000000.0,0.7115932203625106,-3.141426149179141
5400000000.0,0.6916972429058358,0.00016964600330614423
5500000000.0,0.6715269415515054,-3.1414198659938335
5600000000.0,0.651135680349974,0.0001759291886137804
5700000000.0,0.6305766749965498,-3.1414135828085255
5800000000.0,0.6099026856781586,0.0001822123739214149
5900000000.0,0.5891657237399874,-3.141407299623218
6000000000.0,0.5684167740543757,0.00018849555922905028
6100000000.0,0.5477055347565335,-3.1414010164379103
6200000000.0,0.5270801757854103,0.0001947787445366849
6300000000.0,0.5065871174362254,-3.1413947332526027
6400000000.0,0.4862708298965637,0.00020106192984430221
6500000000.0,0.46617365450334186,-3.141388450067295
6600000000.0,0.44633564722595487,0.00020734511515193261
6700000000.0,0.42679444465403804,-3.1413821668819875
6800000000.0,0.40758515254885574,0.00021362830045956448
6900000000.0,0.3887402568074803,-3.14137588369668
